Name,First Name,Last Name,Sex,SSN,DOB,Birthday,Age,Zip,Education,Marital Status,Occupation,Salary
John Owens,John,Owens,Male,467-38-1916,12/05/81,12/05,42,80282,Some college,Divorce,Veterinary surgeon,Over 200k
Michael Stephens,Michael,Stephens,Male,132-10-6256,06/03/90,06/03,34,90727,Bachelors degree,Married,Outdoor activities/education manager,50k to 100k
Alfred Miller,Alfred,Miller,Male,870-81-8603,05/30/87,05/30,37,81291,Associate degree,Never married,Ship broker,Over 200k
Michael Schultz,Michael,Schultz,Male,010-39-3496,04/28/86,04/28,38,67602,Bachelors degree,Never married,Building control surveyor,Over 200k
Brent Andrews,Brent,Andrews,Male,155-23-6612,08/09/96,08/09,28,55318,Bachelors degree,Married,Early years teacher,Over 200k
Jeffrey Stephens,Jeffrey,Stephens,Male,527-92-2433,02/13/64,02/13,60,88224,Associate degree,Never married,Therapist/ sports,100k to 200k
Denise Smith,Denise,Smith,Female,557-18-4818,10/23/94,10/23,29,27532,Associate degree,Married,Health service manager,100k to 200k
Kevin Ryan,Kevin,Ryan,Male,491-46-5248,10/26/70,10/26,53,15635,No degree,Married,Camera operator,Under 25k
Hailey Bowman,Hailey,Bowman,Female,008-30-6791,01/29/98,01/29,26,40863,Bachelors degree,Married,Plant breeder/geneticist,50k to 100k
Stacy Graham,Stacy,Graham,Female,017-78-1703,12/31/86,12/31,37,57037,Bachelors degree,Never married,Marine scientist,100k to 200k
David Johnson,David,Johnson,Male,238-35-0496,07/28/00,07/28,24,07474,Some college,Married,Tour manager,25k to 50k
Tanner Martin,Tanner,Martin,Male,090-95-3008,09/06/81,09/06,43,35791,High school/GED,Divorce,Engineer/ communications,25k to 50k
Kristina Martin,Kristina,Martin,Female,101-43-2664,06/18/95,06/18,29,92398,No degree,Never married,Telecommunications researcher,50k to 100k
Autumn Mitchell,Autumn,Mitchell,Female,670-70-5010,03/04/67,03/04,57,22161,No degree,Married,Copywriter/ advertising,Under 25k
Jermaine Johnson,Jermaine,Johnson,Male,636-56-1228,01/13/69,01/13,55,05253,Doctorate,Married,Sales executive,100k to 200k
Michael Bowman,Michael,Bowman,Male,870-10-7131,04/24/74,04/24,50,96156,Some college,Never married,Solicitor,100k to 200k
Jose Foster,Jose,Foster,Male,736-18-9262,07/24/81,07/24,43,86585,Bachelors degree,Divorce,Dealer,Over 200k
Tracey Moody,Tracey,Moody,Female,139-30-8360,07/28/02,07/28,22,26197,Some college,Married,Editor/ commissioning,25k to 50k
James Clark,James,Clark,Male,170-75-5451,05/30/88,05/30,36,09525,Associate degree,Never married,Occupational psychologist,Over 200k
Grant Hester,Grant,Hester,Male,479-27-1346,01/06/73,01/06,51,42604,Some college,Married,Armed forces operational officer,25k to 50k
Nicholas Smith,Nicholas,Smith,Male,175-10-1595,08/07/80,08/07,44,55528,Bachelors degree,Never married,Audiological scientist,100k to 200k
Eric Cruz,Eric,Cruz,Male,537-69-7350,06/04/96,06/04,28,30989,Bachelors degree,Never married,Operations geologist,50k to 100k
Tara Tucker,Tara,Tucker,Female,799-79-0047,03/28/83,03/28,41,55366,Bachelors degree,Never married,Air traffic controller,100k to 200k
Kristina Lopez,Kristina,Lopez,Female,541-50-3903,07/18/06,07/18,18,61289,High school/GED,Married,Radio broadcast assistant,100k to 200k
Amber Morrison,Amber,Morrison,Female,725-93-6949,04/18/66,04/18,58,28167,High school/GED,Never married,Press photographer,25k to 50k
Micheal Brown,Micheal,Brown,Male,703-13-5058,02/14/00,02/14,24,48457,No degree,Married,Communications engineer,100k to 200k
Daniel Henry,Daniel,Henry,Male,447-51-0869,02/19/94,02/19,30,77087,Some college,Married,Radio producer,Over 200k
Mark Yang,Mark,Yang,Male,810-50-2805,01/12/94,01/12,30,69726,No degree,Divorce,Engineer/ site,50k to 100k
Daniel Montoya,Daniel,Montoya,Male,723-53-2034,12/21/68,12/21,55,78817,High school/GED,Married,Engineer/ site,50k to 100k
Mark Stein,Mark,Stein,Male,688-99-9866,01/28/06,01/28,18,08157,Bachelors degree,Never married,Community arts worker,100k to 200k
Cassidy Davis,Cassidy,Davis,Female,706-10-3097,01/06/69,01/06,55,66177,Bachelors degree,Never married,Writer,25k to 50k
Patricia Lewis,Patricia,Lewis,Female,603-80-6575,04/23/89,04/23,35,08834,Bachelors degree,Divorce,Animator,100k to 200k
Michael Holmes,Michael,Holmes,Male,008-34-2038,11/11/95,11/11,28,02614,Some college,Married,Geneticist/ molecular,50k to 100k
Joseph Davis,Joseph,Davis,Male,554-94-9576,10/22/79,10/22,44,90482,Associate degree,Married,Designer/ exhibition/display,50k to 100k
Matthew Waller,Matthew,Waller,Male,224-91-9278,09/03/61,09/03,63,56439,No degree,Married,General practice doctor,Over 200k
Courtney Bryant,Courtney,Bryant,Female,425-71-1248,04/25/60,04/25,64,06562,Masters degree,Never married,Print production planner,Over 200k
Gregory Christensen,Gregory,Christensen,Male,585-16-5440,06/24/74,06/24,50,06763,Some college,Married,Bookseller,Under 25k
Amber Aguilar,Amber,Aguilar,Female,228-03-5560,09/17/85,09/17,38,84070,Bachelors degree,Divorce,Cabin crew,Under 25k
Kristina Hernandez,Kristina,Hernandez,Female,185-67-9651,06/20/91,06/20,33,64488,High school/GED,Never married,Television camera operator,100k to 200k
Carl Sherman,Carl,Sherman,Male,005-88-6367,05/10/60,05/10,64,17649,High school/GED,Married,Ship broker,25k to 50k
Kathleen Reed,Kathleen,Reed,Female,494-16-2428,08/02/84,08/02,40,25460,No degree,Married,Barrister's clerk,50k to 100k
Jonathon Schneider,Jonathon,Schneider,Male,179-07-1470,05/15/64,05/15,60,94314,Doctorate,Married,Doctor/ hospital,Over 200k
Kevin Jones,Kevin,Jones,Male,032-30-8349,02/12/04,02/12,20,69002,Bachelors degree,Married,Copy,Over 200k
Danielle French,Danielle,French,Female,233-36-2200,07/30/84,07/30,40,44323,Bachelors degree,Married,Development worker/ international aid,Over 200k
Eric Olson,Eric,Olson,Male,171-03-4847,11/03/90,11/03,33,58982,Masters degree,Married,Embryologist/ clinical,50k to 100k
James Andrews,James,Andrews,Male,268-58-7529,02/08/76,02/08,48,79966,Associate degree,Divorce,Child psychotherapist,50k to 100k
Daryl Rosario,Daryl,Rosario,Male,322-64-3861,06/19/82,06/19,42,83819,High school/GED,Married,Farm manager,50k to 100k
Jason Frye,Jason,Frye,Male,466-01-1224,05/25/65,05/25,59,01885,High school/GED,Divorce,Lexicographer,100k to 200k
Sara Ramirez,Sara,Ramirez,Female,353-30-7200,04/26/03,04/26,21,66740,Masters degree,Married,Health visitor,50k to 100k
Amy Saunders,Amy,Saunders,Female,436-12-3430,07/25/97,07/25,27,25518,High school/GED,Divorce,Herbalist,50k to 100k
Adam Sullivan,Adam,Sullivan,Male,858-50-8970,04/09/82,04/09,42,14001,High school/GED,Never married,Water quality scientist,25k to 50k
Sean Wilson,Sean,Wilson,Male,737-75-4717,10/12/85,10/12,38,78423,Masters degree,Married,Clinical scientist/ histocompatibility and immunogenetics,100k to 200k
Danielle Watkins,Danielle,Watkins,Female,115-45-8711,05/02/94,05/02,30,28601,Some college,Widowed,Nurse/ children's,50k to 100k
Andrea Brown,Andrea,Brown,Female,090-47-5190,09/28/94,09/28,29,77860,Some college,Married,Journalist/ broadcasting,25k to 50k
Scott Richardson,Scott,Richardson,Male,756-68-0464,06/17/61,06/17,63,51561,High school/GED,Married,Diagnostic radiographer,Under 25k
Kyle Phillips,Kyle,Phillips,Male,223-16-9059,03/05/75,03/05,49,46840,No degree,Married,Clinical scientist/ histocompatibility and immunogenetics,25k to 50k
Marie Evans,Marie,Evans,Female,842-34-8906,02/07/96,02/07,28,24204,High school/GED,Married,Adult nurse,Under 25k
Aaron Kaufman,Aaron,Kaufman,Male,512-58-9300,05/10/93,05/10,31,42961,Some college,Never married,Contracting civil engineer,100k to 200k
Karl Velez,Karl,Velez,Male,191-61-3276,02/05/95,02/05,29,15039,No degree,Never married,Animal nutritionist,Over 200k
Stephanie Mitchell,Stephanie,Mitchell,Female,041-87-0667,11/05/98,11/05,25,95928,No degree,Never married,Programme researcher/ broadcasting/film/video,25k to 50k
Gregory Johnson,Gregory,Johnson,Male,605-17-8864,09/05/04,09/05,20,54783,Associate degree,Never married,Teacher/ English as a foreign language,100k to 200k
Heather Torres,Heather,Torres,Female,680-80-4627,12/03/01,12/03,22,07023,Some college,Married,Field seismologist,50k to 100k
Craig Griffith,Craig,Griffith,Male,075-65-4775,02/06/76,02/06,48,10036,Bachelors degree,Married,Banker,50k to 100k
Tracy Hamilton,Tracy,Hamilton,Female,197-42-5032,07/07/79,07/07,45,91867,Some college,Married,Sports administrator,100k to 200k
Christine Morgan,Christine,Morgan,Female,408-15-3824,12/26/96,12/26,27,84681,Some college,Never married,Merchandiser/ retail,25k to 50k
Michael Mathis,Michael,Mathis,Male,302-07-1299,04/11/79,04/11,45,47681,Some college,Never married,Printmaker,25k to 50k
Patricia Brown,Patricia,Brown,Female,013-80-5078,07/06/62,07/06,62,35122,High school/GED,Divorce,Theatre manager,50k to 100k
Joseph Henderson,Joseph,Henderson,Male,889-29-9877,06/08/73,06/08,51,88228,Bachelors degree,Never married,Geographical information systems officer,100k to 200k
Samuel Bennett,Samuel,Bennett,Male,054-15-8942,01/05/93,01/05,31,73712,Some college,Never married,Tour manager,Under 25k
Brianna Robertson,Brianna,Robertson,Female,057-33-2694,09/12/65,09/12,59,99599,High school/GED,Separated,Scientist/ biomedical,50k to 100k
Brett Robertson,Brett,Robertson,Male,533-51-6557,11/06/99,11/06,24,89006,Masters degree,Married,Museum/gallery exhibitions officer,100k to 200k
Holly Wallace,Holly,Wallace,Female,634-38-7002,06/15/61,06/15,63,06760,High school/GED,Married,Designer/ exhibition/display,100k to 200k
Pamela Hicks,Pamela,Hicks,Female,715-61-0084,10/13/88,10/13,35,78487,Bachelors degree,Never married,Tourist information centre manager,50k to 100k
Jaime Garcia,Jaime,Garcia,Female,408-89-1852,07/07/60,07/07,64,11756,Some college,Divorce,Chief Financial Officer,50k to 100k
Tracy Young,Tracy,Young,Female,209-72-3845,02/21/62,02/21,62,22555,Some college,Never married,Restaurant manager,25k to 50k
Robin King,Robin,King,Female,543-23-4977,10/10/79,10/10,44,80563,Bachelors degree,Divorce,Trade mark attorney,25k to 50k
Tyrone Washington,Tyrone,Washington,Male,520-86-6641,01/07/70,01/07,54,07194,No degree,Married,Forest/woodland manager,100k to 200k
Nichole Edwards,Nichole,Edwards,Female,514-48-0160,01/24/92,01/24,32,21988,High school/GED,Widowed,Lighting technician/ broadcasting/film/video,100k to 200k
Aaron Cummings,Aaron,Cummings,Male,685-68-7828,07/20/03,07/20,21,96579,High school/GED,Married,Geophysical data processor,25k to 50k
Andres Bradley,Andres,Bradley,Male,554-80-8427,09/25/81,09/25,42,24180,Associate degree,Never married,Health promotion specialist,50k to 100k
Martin Valdez,Martin,Valdez,Male,810-89-9171,12/08/61,12/08,62,03177,High school/GED,Married,Speech and language therapist,25k to 50k
Denise Vasquez,Denise,Vasquez,Female,451-87-7686,09/09/62,09/09,62,45815,Associate degree,Married,Plant breeder/geneticist,25k to 50k
Laurie Williams,Laurie,Williams,Female,510-98-9431,10/30/68,10/30,55,01052,Some college,Never married,Education officer/ community,Over 200k
Nicholas Gilbert,Nicholas,Gilbert,Male,638-09-8273,01/25/74,01/25,50,03183,Some college,Married,Geochemist,50k to 100k
Heather Watson,Heather,Watson,Female,040-88-7484,11/13/63,11/13,60,15178,Bachelors degree,Married,Technical author,25k to 50k
Robert Moore,Robert,Moore,Male,857-25-5435,11/03/83,11/03,40,98870,Associate degree,Married,Education officer/ environmental,100k to 200k
Shane Proctor,Shane,Proctor,Male,205-77-9386,02/17/85,02/17,39,37078,No degree,Never married,Product designer,100k to 200k
Ashley Blair,Ashley,Blair,Female,550-26-8792,10/09/60,10/09,63,04986,Some college,Never married,Administrator,Over 200k
Jennifer Mann,Jennifer,Mann,Female,872-23-8210,12/16/88,12/16,35,41202,High school/GED,Married,Chief Strategy Officer,100k to 200k
David Gonzalez,David,Gonzalez,Male,039-06-8301,12/05/93,12/05,30,16998,No degree,Married,Equality and diversity officer,100k to 200k
Michael Snyder,Michael,Snyder,Male,337-65-4614,10/01/84,10/01,39,03718,Professional degree,Married,Teaching laboratory technician,Under 25k
Mark Edwards,Mark,Edwards,Male,813-95-2281,05/18/67,05/18,57,29414,Masters degree,Married,Electrical engineer,Over 200k
Timothy Harris,Timothy,Harris,Male,710-22-4244,01/04/79,01/04,45,89489,No degree,Married,Engineer/ technical sales,100k to 200k
Melissa Beltran,Melissa,Beltran,Female,260-51-3491,01/06/01,01/06,23,84323,Masters degree,Married,Education officer/ community,25k to 50k
Sheryl Beard,Sheryl,Beard,Female,622-23-9320,02/05/85,02/05,39,46835,High school/GED,Married,Petroleum engineer,100k to 200k
Julie Thompson,Julie,Thompson,Female,878-14-2566,04/26/90,04/26,34,46691,Masters degree,Widowed,English as a foreign language teacher,100k to 200k
Phillip Johnson,Phillip,Johnson,Male,878-64-7705,01/13/92,01/13,32,53350,Associate degree,Married,Armed forces logistics/support/administrative officer,Over 200k
Eileen Diaz,Eileen,Diaz,Female,133-19-4514,07/22/82,07/22,42,80778,Bachelors degree,Married,Engineer/ drilling,100k to 200k
George Lee,George,Lee,Male,288-85-8010,08/27/91,08/27,33,03166,Masters degree,Never married,Advertising art director,Over 200k
Karen Rodriguez,Karen,Rodriguez,Female,670-96-2450,01/31/65,01/31,59,43496,Bachelors degree,Married,Public librarian,50k to 100k
Katrina Ortiz,Katrina,Ortiz,Female,684-40-6067,04/27/99,04/27,25,24465,High school/GED,Married,Agricultural engineer,100k to 200k
Debra Pitts,Debra,Pitts,Female,359-98-4540,03/30/80,03/30,44,36703,Bachelors degree,Never married,Sports development officer,50k to 100k
Alexander Fowler,Alexander,Fowler,Male,829-55-6550,03/10/89,03/10,35,95251,High school/GED,Married,Engineer/ maintenance,50k to 100k
Elizabeth Flores,Elizabeth,Flores,Female,394-09-6608,11/17/04,11/17,19,39035,High school/GED,Married,Futures trader,25k to 50k
Scott Morgan,Scott,Morgan,Male,124-64-4086,06/01/75,06/01,49,56834,High school/GED,Married,Nature conservation officer,25k to 50k
Karen Newman,Karen,Newman,Female,164-77-7262,06/27/79,06/27,45,41539,High school/GED,Widowed,Editor/ commissioning,50k to 100k
Frederick Love,Frederick,Love,Male,587-29-3799,05/05/03,05/05,21,74001,No degree,Married,Manufacturing systems engineer,Over 200k
Laura Wells,Laura,Wells,Female,874-03-1987,02/10/92,02/10,32,85828,Professional degree,Divorce,Illustrator,50k to 100k
Michael Merritt,Michael,Merritt,Male,052-11-1255,11/05/78,11/05,45,25400,High school/GED,Separated,Commercial horticulturist,Over 200k
Roger Brooks,Roger,Brooks,Male,307-80-8116,01/01/70,01/01,54,76998,High school/GED,Widowed,Nurse/ learning disability,Under 25k
Nicholas Collins,Nicholas,Collins,Male,148-56-0379,03/20/74,03/20,50,57678,Masters degree,Married,Administrator,100k to 200k
Lori Conrad,Lori,Conrad,Female,523-98-6404,08/15/01,08/15,23,97417,Some college,Never married,Sports administrator,Under 25k
Katherine Werner,Katherine,Werner,Female,832-39-2552,02/03/04,02/03,20,47671,Bachelors degree,Married,Psychiatrist,25k to 50k
Grace Johnson,Grace,Johnson,Female,318-93-0042,03/05/65,03/05,59,95889,High school/GED,Married,Journalist/ newspaper,100k to 200k
Robert Stephens,Robert,Stephens,Male,332-45-2319,10/04/01,10/04,22,54547,Some college,Married,Education administrator,Under 25k
Kimberly Moore,Kimberly,Moore,Female,667-46-2297,04/23/04,04/23,20,92341,Some college,Never married,Research scientist (life sciences),Over 200k
Steven Taylor,Steven,Taylor,Male,436-97-7728,09/21/94,09/21,29,52230,Some college,Never married,Graphic designer,100k to 200k
William Ford,William,Ford,Male,297-31-6742,05/08/93,05/08,31,24914,High school/GED,Married,Community arts worker,50k to 100k
Kurt Patterson,Kurt,Patterson,Male,025-79-0076,09/11/90,09/11,34,70498,Bachelors degree,Divorce,Science writer,25k to 50k
Ann Boyd,Ann,Boyd,Female,872-59-8564,05/12/04,05/12,20,83656,Masters degree,Never married,Television production assistant,50k to 100k
Sarah Werner,Sarah,Werner,Female,192-40-5170,11/30/76,11/30,47,82492,High school/GED,Married,Dispensing optician,50k to 100k
Tammie Johns,Tammie,Johns,Female,654-98-0407,03/21/61,03/21,63,77777,Associate degree,Married,Geochemist,25k to 50k
Matthew Foster,Matthew,Foster,Male,458-58-6486,09/20/97,09/20,26,48347,Bachelors degree,Married,Lighting technician/ broadcasting/film/video,50k to 100k
Albert Frazier,Albert,Frazier,Male,632-61-7414,11/26/79,11/26,44,97744,High school/GED,Never married,Production manager,100k to 200k
Matthew Kaufman,Matthew,Kaufman,Male,543-10-8876,01/06/80,01/06,44,92615,Bachelors degree,Divorce,Scientist/ physiological,100k to 200k
Thomas David,Thomas,David,Male,634-07-3543,11/11/72,11/11,51,97077,Doctorate,Married,Psychologist/ educational,100k to 200k
Jason Smith,Jason,Smith,Male,362-01-0146,05/14/02,05/14,22,74116,Associate degree,Married,Scientist/ research (physical sciences),50k to 100k
James Watson,James,Watson,Male,681-46-3422,06/12/63,06/12,61,22886,High school/GED,Married,Surveyor/ building,Over 200k
Robert Johnson,Robert,Johnson,Male,845-14-4074,04/23/06,04/23,18,57588,High school/GED,Never married,Chief Marketing Officer,Over 200k
Jeff Goodman,Jeff,Goodman,Male,561-27-2245,08/30/67,08/30,57,43176,High school/GED,Never married,Music tutor,50k to 100k
Nancy Lawson,Nancy,Lawson,Female,661-76-3953,10/12/78,10/12,45,26575,High school/GED,Married,Location manager,100k to 200k
Kathleen Benson,Kathleen,Benson,Female,738-36-1564,12/01/79,12/01,44,46414,No degree,Never married,Public relations officer,25k to 50k
Kristine Jackson,Kristine,Jackson,Female,603-88-6243,06/16/89,06/16,35,09926,Bachelors degree,Married,Government social research officer,100k to 200k
Savannah Brady,Savannah,Brady,Female,350-21-1989,03/19/02,03/19,22,47312,Masters degree,Married,Pharmacist/ community,25k to 50k
Michael Gomez,Michael,Gomez,Male,495-61-8321,06/28/72,06/28,52,84596,No degree,Never married,Scientist/ research (maths),50k to 100k
Carla Castro,Carla,Castro,Female,585-46-8973,09/09/65,09/09,59,28609,Some college,Never married,Clinical molecular geneticist,100k to 200k
Michael Carpenter,Michael,Carpenter,Male,083-99-2710,02/06/83,02/06,41,50256,High school/GED,Divorce,Engineer/ maintenance,100k to 200k
Traci Martinez,Traci,Martinez,Female,754-32-3278,06/11/93,06/11,31,21051,Associate degree,Married,Engineer/ civil (contracting),25k to 50k
Vanessa Mayo,Vanessa,Mayo,Female,070-87-5238,03/26/60,03/26,64,58598,Some college,Married,Teacher/ early years/pre,100k to 200k
Henry Armstrong,Henry,Armstrong,Male,770-13-7739,01/24/64,01/24,60,26276,Bachelors degree,Never married,Private music teacher,100k to 200k
Karen Graham,Karen,Graham,Female,043-84-2518,04/23/75,04/23,49,47342,High school/GED,Married,Biochemist/ clinical,50k to 100k
